In Bounds | Measured | Expected Bounds |     Diffs | Diffs/Measured
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1356 |    1198    1485 |  158  129 | 0.1165 0.0951
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1356 |    1198    1485 |  158  129 | 0.1165 0.0951
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1356 |    1198    1485 |  158  129 | 0.1165 0.0951
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1356 |    1198    1485 |  158  129 | 0.1165 0.0951
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1356 |    1198    1485 |  158  129 | 0.1165 0.0951
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1356 |    1198    1485 |  158  129 | 0.1165 0.0951
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1191 |    1053    1305 |  138  114 | 0.1159 0.0957
True      |     1356 |    1198    1485 |  158  129 | 0.1165 0.0951
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1323 |    1169    1449 |  154  126 | 0.1164 0.0952
True      |     1488 |    1314    1629 |  174  141 | 0.1169 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1455 |    1285    1593 |  170  138 | 0.1168 0.0948
True      |     1620 |    1430    1773 |  190  153 | 0.1173 0.0944
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1587 |    1401    1737 |  186  150 | 0.1172 0.0945
True      |     1752 |    1546    1917 |  206  165 | 0.1176 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1719 |    1517    1881 |  202  162 | 0.1175 0.0942
True      |     1884 |    1662    2061 |  222  177 | 0.1178 0.0939
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     1851 |    1633    2025 |  218  174 | 0.1178 0.094
True      |     2016 |    1778    2205 |  238  189 | 0.1181 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     1983 |    1749    2169 |  234  186 | 0.118 0.0938
True      |     2148 |    1894    2349 |  254  201 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2115 |    1865    2313 |  250  198 | 0.1182 0.0936
True      |     2280 |    2010    2493 |  270  213 | 0.1184 0.0934
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2247 |    1981    2457 |  266  210 | 0.1184 0.0935
True      |     2412 |    2126    2637 |  286  225 | 0.1186 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2379 |    2097    2601 |  282  222 | 0.1185 0.0933
True      |     2544 |    2242    2781 |  302  237 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2511 |    2213    2745 |  298  234 | 0.1187 0.0932
True      |     2676 |    2358    2925 |  318  249 | 0.1188 0.093
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2643 |    2329    2889 |  314  246 | 0.1188 0.0931
True      |     2808 |    2474    3069 |  334  261 | 0.1189 0.0929
